term_id,term_name,genes_associated_in_db
C1843463,"Ichthyosis, Cyclic, with Epidermolytic Hyperkeratosis",2
C1843792,"FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS, GRN-RELATED",2
C1843851,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",2
C1844934,"Arthrogryposis multiplex congenita, distal, X-linked",2
C1845069,"ALBINISM, OCULAR, WITH LATE-ONSET SENSORINEURAL DEAFNESS (disorder)",2
C1845117,Immunodeficiency without anhidrotic ectodermal dysplasia,2
C1845151,"Glycogen Storage Disease, Type IXD",2
C1845168,"Hypophosphatemic Rickets, X-Linked Recessive",2
C1845408,Contiguous Abcd1-Dxs1375e Deletion Syndrome,2
C1845987,"Neutropenia, Severe Congenital, X-Linked",2
C1846006,"Ectodermal dysplasia, hypohidrotic, with immune deficiency",2
C1846009,"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies",2
C1846058,Lubs X-linked mental retardation syndrome,2
C1846169,Myotubular Myopathy with Abnormal Genital Development,2
C1846431,SMITH-MCCORT DYSPLASIA,2
C1846496,"Gaze Palsy, Familial Horizontal, with Progressive Scoliosis",2
C1846796,Anauxetic dysplasia,2
C1847114,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 5",2
C1847200,ALZHEIMER DISEASE 4,2
C1847572,SECKEL SYNDROME 2,2
C1847827,LIG4 Syndrome,2
C1848199,X-Linked Lissencephaly,2
C1848534,"VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1",2
C1848561,Methylmalonic acidemia with homocystinuria,2
C1848586,Visceral myopathy familial external ophthalmoplegia,2
C1848634,"USHER SYNDROME, TYPE IIA",2
C1848862,Miller-McKusick-Malvaux-Syndrome (3M Syndrome),2
C1848934,SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME,2
C1849094,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 3",2
C1849173,Periventricular gray matter heterotopia,2
C1849334,"Robinow syndrome, autosomal recessive",2
C1849394,Enhanced S-Cone Syndrome,2
C1849437,Mainzer-Saldino Disease,2
C1849792,Achromatopsia 3,2
C1849930,Persistent Mullerian duct syndrome,2
C1850056,"Progressive encephalopathy with edema, hypsarrhythmia, and optic atrophy-like syndrome",2
C1850096,"Pancreatic Agenesis, Congenital",2
C1850100,"PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE (disorder)",2
C1850168,Bruck syndrome 1,2
C1850303,"PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE",2
C1850383,"Neuropathy, Painful",2
C1850568,Nakajo syndrome,2
C1851100,LAURIN-SANDROW SYNDROME,2
C1851286,Ectopia lentis isolated,2
C1852406,Cutis Gyrata Syndrome of Beare And Stevenson,2
C1852555,"CORNEAL ENDOTHELIAL DYSTROPHY 1, AUTOSOMAL DOMINANT",2
C1853124,"NEPHROTIC SYNDROME, TYPE 3",2
C1853139,OPTIC ATROPHY 5 (disorder),2
C1853354,"Peeling skin syndrome, acral type",2
C1853396,Primary lateral sclerosis juvenile,2
C1853490,22q13.3 Deletion Syndrome,2
C1853564,"Developmental Delay, Epilepsy, and Neonatal Diabetes",2
C1853623,Fryns-Aftimos Syndrome,2
C1853926,NONAKA MYOPATHY,2
C1854273,Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia,2
C1854369,Spinocerebellar ataxia 14,2
C1854416,MACROCEPHALY/AUTISM SYNDROME,2
C1854465,TUBEROUS SCLEROSIS 1 (disorder),2
C1854630,Growth Deficiency and Mental Retardation with Facial Dysmorphism,2
C1854988,"Molybdenum Cofactor Deficiency, Complementation Group A",2
C1855310,Megaepiphyseal dwarfism,2
C1855425,Marles Greenberg Persaud syndrome,2
C1855722,"Iris Coloboma with Ptosis, Hypertelorism, and Mental Retardation",2
C1855792,"ICHTHYOSIFORM ERYTHRODERMA, CONGENITAL, NONBULLOUS, 1",2
C1855794,Bamforth syndrome,2
C1856016,HYDROLETHALUS SYNDROME 1,2
C1856439,"GLAUCOMA 3, PRIMARY CONGENITAL, A",2
C1856883,"FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF",2
C1857252,"2,4-Dienoyl-CoA Reductase Deficiency",2
C1857276,Trichohepatoenteric Syndrome,2
C1857299,"RETINAL NONATTACHMENT, NONSYNDROMIC CONGENITAL",2
C1857316,POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY,2
C1857355,"Leigh syndrome , French Canadian type",2
C1857663,Yunis Varon syndrome,2
C1857761,Alagille Syndrome 2,2
C1858302,Ectodermal dysplasia/ skin fragility syndrome,2
C1858361,"Pyogenic Arthritis, Pyoderma Gangrenosum and Acne",2
C1858391,ATAXIA-TELANGIECTASIA-LIKE DISORDER,2
C1858516,"MICROCEPHALY 4, PRIMARY, AUTOSOMAL RECESSIVE",2
C1858656,"Short Stature, Idiopathic, Autosomal",2
C1858854,MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS,2
C1859098,"Chorea, Benign Familial",2
C1859305,Cerebellar Ataxia and Hypogonadotropic Hypogonadism,2
C1859309,Syndactyly Cenani Lenz type,2
C1859353,"Candidiasis, Familial, 2",2
C1859598,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA",2
C1859648,"Asthma, Nasal Polyps, And Aspirin Intolerance",2
C1859722,"Arthrogryposis, renal dysfunction, and cholestasis 1",2
C1859727,Arterial calcification of infancy,2
C1859773,"Microphthalmia, Syndromic 3",2
C1860042,Antley-Bixler Syndrome with Disordered Steroidogenesis,2
C1860707,TUBEROUS SCLEROSIS 2 (disorder),2
C1861195,"Glanzmann Thrombasthenia, Autosomal Dominant",2
C1861313,"Synostosis, Carpal, with Dysplastic Elbow Joints and Brachydactyly",2
C1861355,"Syndactyly, Type IV",2
C1861385,"SYMPHALANGISM, PROXIMAL",2
C1861451,Stormorken Syndrome,2
C1861481,"Stickler syndrome, type 3",2
C1861536,Blepharo-cheilo-dontic syndrome,2
C1861537,OROFACIAL CLEFT 1,2
C1861556,"Cirrhosis, Familial",2
C1861689,"KLIPPEL-FEIL SYNDROME, AUTOSOMAL DOMINANT",2
C1861848,PARAGANGLIOMAS 4,2
C1862178,Cole Carpenter syndrome,2
C1862892,Hereditary Angioedema Type II,2
C1863198,"ALBINISM, OCULAR, WITH SENSORINEURAL DEAFNESS (disorder)",2
C1863389,Apert-Crouzon Disease,2
C1864100,"PSEUDOHYPOPARATHYROIDISM, TYPE IB",2
C1864826,"Epidermolysis bullosa, lethal acantholytic",2
C1864997,Majeed syndrome,2
C1865143,BRANCHIOOTIC SYNDROME 1,2
C1865370,Severe combined immunodeficiency with sensitivity to ionizing radiation,2
C1865384,"Amyotrophy, monomelic",2
C1865869,CONE DYSTROPHY 3 (disorder),2
C1865926,"Infantile convulsions and paroxysmal choreoathetosis, familial (disorder)",2
C1866294,"EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE 1",2
C1866398,Proteus-Like Syndrome (disorder),2
C1866730,Rhizomelia,2
C1867362,"SEVERE COMBINED IMMUNODEFICIENCY, B CELL-NEGATIVE",2
C1867983,"PORENCEPHALY, FAMILIAL",2
C1868114,"POLYDACTYLY, PREAXIAL II (disorder)",2
C1868598,PARIETAL FORAMINA,2
C1868682,Paroxysmal kinesigenic choreoathetosis,2
C1879677,Alcohol Toxicity,2
C1955861,T-Cell Large Granular Lymphocyte Leukemia,2
C1955870,Classical Lissencephalies and Subcortical Band Heterotopias,2
C1956125,Alagille Syndrome 1,2
C1956260,"Cavernous Angioma, Central Nervous System",2
C1959582,PTEN Hamartoma Tumor Syndrome,2
C1959626,Mevalonic Aciduria,2
C1968699,"Hypothyroidism, Thyroidal, With Spiky Hair And Cleft Palate",2
C1969443,Trifunctional Protein Deficiency With Myopathy And Neuropathy,2
C1969653,MUNGAN SYNDROME,2
C1969655,LETHAL CONGENITAL CONTRACTURAL SYNDROME 3,2
C1970187,"Deafness, Sensorineural, And Male Infertility",2
C1970879,"ATYPICAL MYCOBACTERIOSIS, FAMILIAL, X-LINKED 1 (disorder)",2
C2350233,Antley-Bixler Syndrome Phenotype,2
C2363142,T-Cell Prolymphocytic Leukemia,2
C2363903,Angiocentric glioma,2
C2607914,Allergic rhinitis (disorder),2
C2609260,Caudal dysplasia syndrome,2
C2673536,Combined Cellular And Humoral Immune Defects With Granulomas,2
C2673611,"Epidermolysis Bullosa Dystrophica, Autosomal Recessive, Localisata Variant",2
C2673612,"Epidermolysis Bullosa Dystrophica Inversa, Autosomal Recessive",2
C2673874,BARDET-BIEDL SYNDROME 14 (disorder),2
C2673883,RENAL-HEPATIC-PANCREATIC DYSPLASIA,2
C2673885,Renal hepatic pancreatic dysplasia Dandy Walker cyst,2
C2673913,"Anemia, Hypochromic Microcytic, With Iron Overload",2
C2673914,"Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive",2
C2674695,"Hypertrophic Osteoarthropathy, Primary, Autosomal Dominant",2
C2674723,RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER,2
C2675370,Capillary Malformation Without Arteriovenous Malformation,2
C2677299,CEREBRORETINAL MICROANGIOPATHY WITH CALCIFICATIONS AND CYSTS (disorder),2
C2677349,Epidermolysis Bullosa Simplex With Pyloric Atresia,2
C2677362,Alveolar capillary dysplasia,2
C2677613,Chromosome 15q13.3 Microdeletion Syndrome,2
C2678312,Three M Syndrome 1,2
C2678439,CRANIOOSTEOARTHROPATHY,2
C2678492,"Sex Reversal, Female, With Dysgenesis Of Kidneys, Adrenals, And Lungs",2
C2678503,"AXENFELD-RIEGER SYNDROME, TYPE 3",2
C2700405,"WAARDENBURG SYNDROME, TYPE IIE",2
C2717750,Platelet alpha-Granule Deficiency,2
C2717759,Degenerative Intervertebral Discs,2
C2717876,Propionicaciduria,2
C2717905,Hereditary Angioedema Types I and II,2
C2717906,Hereditary Angioedema Type I,2
C2718078,Deficiency of Uroporphyrinogen III Synthase,2
C2720289,"ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY",2
C2746069,Familial ectopia lentis,2
C2748568,Immune dysfunction with T-cell inactivation due to calcium entry defect 1,2
C2748571,"Isolated Growth Hormone Deficiency, Type IB",2
C2749757,BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1,2
C2749759,"Macrothrombocytopenia-Stomatocytosis, Mediterranean",2
C2749864,MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA),2
C2750061,"Hypokalemic Periodic Paralysis, Type 2",2
C2750068,Roifman-Chitayat Syndrome,2
C2750325,Oculootodental syndrome,2
C2750473,"THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 2",2
C2750748,Chromosome 17p13.3 Duplication Syndrome,2
C2750787,Weill-Marchesani-Like Syndrome,2
C2751312,"BARTTER SYNDROME, TYPE 4B",2
C2751318,Nijmegen Breakage Syndrome-Like Disorder,2
C2751544,"BASAL CELL CARCINOMA, SUSCEPTIBILITY TO, 1",2
C2751643,Glycogen Storage Disease IXC,2
C2751843,"Leukoencephalopathy, Cystic, Without Megalencephaly",2
C2751898,"Ventricular Fibrillation, Paroxysmal Familial, 1",2
C2826025,Mixed phenotype acute leukemia,2
C2930797,Hepatic ductular hypoplasia,2
C2931059,Marie Unna congenital hypotrichosis,2
C2931067,"Cholestasis, progressive familial intrahepatic 4",2
C2931082,Familial apoceruloplasmin deficiency,2
C2931104,Hydrolethalus syndrome,2
C2931206,"Usher syndrome, type 1B",2
C2931208,"Usher syndrome, type 1D",2
C2931213,"Usher syndrome, type 2C",2
C2931218,Tetraamelia multiple malformations,2
C2931228,"VACTERL ASSOCIATION, X-LINKED, WITH OR WITHOUT HYDROCEPHALUS",2
C2931230,Vacuolar myopathy,2
C2931246,Potocki-Lupski syndrome,2
C2931253,"Alport syndrome, dominant type",2
C2931254,"Alport syndrome, recessive type",2
C2931268,Scapuloperoneal myopathy,2
C2931280,Perniola Krajewska Carnevale syndrome,2
C2931290,"Welander distal myopathy, Swedish type",2
C2931384,Moyamoya disease 1,2
C2931434,Paraquat lung,2
C2931482,Neurofibromatosis-Noonan syndrome,2
C2931574,"Chromosome 5, monosomy 5q35",2
C2931713,Chromosome 17 deletion,2
C2931753,"Achromatopsia incomplete, X-linked",2
C2931758,Acquired angioedema,2
C2931781,Adenosine monophosphate deaminase deficiency,2
C2931845,Neurodegeneration with brain iron accumulation (NBIA),2
C2931860,Monosomy 5p,2
C2931861,Hemorrhagic hereditary nephritis,2
C2931888,Pfeiffer type acrocephalosyndactyly,2
C2932715,Pseudohypoparathyroidism Type 1B,2
C2936349,"Plaque, Amyloid",2
C2936502,Familial CHARGE Syndrome,2
C2936781,Generalized Myotonia of Thomsen,2
C2936791,"Antley-Bixler Syndrome, Autosomal Dominant",2
C2936837,Keratosis of Greither,2
C2936913,"Porphyria, South African type",2
C2973527,Dentinogenesis imperfecta without osteogenesis imperfecta,2
C2985524,Rhabdoid tumor predisposition syndrome,2
C3148763,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1E",2
C3149841,POLYCYSTIC KIDNEY DISEASE 1,2
C3150215,CHROMOSOME 6q24-q25 DELETION SYNDROME,2
C3150928,NF1 Microdeletion Syndrome,2
C3150968,"MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 6",2
C3151066,RETINITIS PIGMENTOSA 45,2
C3151136,"CILIARY DYSKINESIA, PRIMARY, 14",2
C3151147,"Bile Acid Synthesis Defect, Congenital, 3",2
C3151201,MULTISYSTEMIC SMOOTH MUSCLE DYSFUNCTION SYNDROME,2
C3151303,"Obesity, Hyperphagia, and Developmental Delay",2
C3151380,SCHIZOPHRENIA 15,2
C3151898,"MITOCHONDRIAL MYOPATHY, INFANTILE, TRANSIENT",2
C3152055,D-2-HYDROXYGLUTARIC ACIDURIA 1,2
C3159311,BORNHOLM EYE DISEASE,2
C3161174,Hemoglobin H Disease,2
C3178803,Social Anhedonia,2
C3179058,Corpus Callosum Malformation,2
C3179194,GALNS Deficiency,2
C3179396,"Glanzmann Thrombasthenia, Type A",2
C3179455,"Niemann-Pick Disease, Type C1",2
C3250443,MYOTONIC DYSTROPHY 1,2
C3276228,ACRODYSOSTOSIS 1 WITH OR WITHOUT HORMONE RESISTANCE,2
C3277671,THROMBOCYTHEMIA 1,2
C3278404,"MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS",2
C3278811,Thumb aplasia,2
C3279824,Kappa-Chain Deficiency,2
C3279875,"CORTICAL MALFORMATIONS, OCCIPITAL",2
C3280073,CRANIOSYNOSTOSIS AND DENTAL ANOMALIES,2
C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",2
C3280660,"ENCEPHALOPATHY, LETHAL, DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION",2
C3281105,"HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO",2
C3281138,CHROMOSOME 17q12 DELETION SYNDROME,2
C3468041,"FANCONI ANEMIA, COMPLEMENTATION GROUP C",2
C3489413,"Lipomatosis, Multiple",2
C3489627,"Stuttering, Familial Persistent 1",2
C3494186,Autosomal Hemophilia A,2
C3494187,Factor VIII Deficiency,2
C3495537,"Heterotaxy, Visceral, 5, Autosomal",2
C3495551,Dihydropyrimidinuria,2
C3495588,Acrocephalopolydactylous Dysplasia,2
C3496337,Idiopathic Nephrotic Syndrome,2
C3501848,"Nephrosis, congenital",2
C3502105,"Dyskeratosis Congenita, Autosomal Recessive",2
C3536984,"Vitamin D-Resistant Rickets, X-Linked",2
C3539507,"SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE",2
C3540852,"Rickets, X-Linked Hypophosphatemic",2
C3541471,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1",2
C3542022,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME",2
C3544321,Treatment-resistant schizophrenia,2
C3549447,ALTERNATING HEMIPLEGIA OF CHILDHOOD 1,2
C3551443,ANTERIOR SEGMENT ANOMALIES WITH OR WITHOUT CATARACT,2
C3553250,ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE,2
C3553720,CFHR5 DEFICIENCY,2
C3553915,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblJ TYPE",2
C3554367,"EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE",2
C3554446,"BRACHYDACTYLY, TYPE A1, C",2
C3554656,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 5",2
C3665333,Keratitis-Ichthyosis-Deafness Syndrome,2
C3665704,Congenital reticular ichthyosiform erythroderma,2
C3711381,Hereditary Diffuse Leukoencephalopathy with Spheroids,2
C3711385,Deoxyguanosine Kinase Deficiency,2
C3711645,Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,2
C3714237,"Trifunctional Protein Deficiency, Type 2",2
C3714239,Bmpr1a-Related Juvenile Polyposis,2
C3714240,Smad4-Related Juvenile Polyposis,2
C3714899,"SYMPHALANGISM, PROXIMAL, 1A",2
C3715082,"EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1",2
C3715128,"HYPOCALCEMIA, AUTOSOMAL DOMINANT 1",2
C3808874,"ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2",2
C3808991,NGLY1 deficiency,2
C3809031,"NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE",2
C3809042,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 13",2
C3809104,"SYMPHALANGISM, PROXIMAL, 1B",2
C3809431,"MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE",2
C3809653,"MACULAR DEGENERATION, AGE-RELATED, 14",2
C3809719,"Severe dermatitis, multiple allergies, metabolic wasting syndrome",2
C3827793,Transient hypothyroxinaemia of prematurity,2
C3838883,Phakomatosis cesioflammea,2
C3841459,Hb H disease,2
C3852984,Acute Mesenteric Arterial Embolus,2
C3852985,Occlusive Mesenteric Arterial Ischemia,2
C3852986,Nonocclusive Mesenteric Ischemia,2
C3852987,Acute Mesenteric Arterial Thrombosis,2
C3887949,Apparent mineralocorticoid excess,2
C3889636,SPINOCEREBELLAR ATAXIA 37,2
C3891815,"Arthritis, Suppurative",2
C3899503,Congenital hypogonadotropic hypogonadism,2
C4012050,HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 1,2
C4013473,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 13",2
C4014516,"DIARRHEA 7, PROTEIN-LOSING ENTEROPATHY TYPE",2
C4014605,POLYGLUCOSAN BODY MYOPATHY 1 WITH OR WITHOUT IMMUNODEFICIENCY,2
C4015729,PEELING SKIN SYNDROME 3,2
C4018871,Abnormality of the respiratory system,2
C4021133,Left ventricular noncompaction cardiomyopathy,2
C4021812,Abnormality of the head,2
C4021821,Abnormality of the urinary system,2
C4049796,Abnormality of cardiovascular system morphology,2
C4082173,Porencephaly,2
C4082301,Developmental Porencephaly,2
C4225252,IMMUNODEFICIENCY 45,2
C4225260,IMMUNODEFICIENCY 44,2
C4225346,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 3",2
C4225356,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6",2
C4225425,"ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY",2
C4225427,SINGLETON-MERTEN SYNDROME 1,2
C4225429,Ehlers-Danlos syndrome classic type,2
C4225671,VATER/VACTERL ASSOCIATION,2
C4273131,Branchiootic syndrome,2
C4274077,Autosomal recessive sideroblastic anemia,2
C4281559,FRONTOMETAPHYSEAL DYSPLASIA 1,2
C4282180,Juvenile macular degeneration,2
C4289581,RELA fusion-positive ependymoma,2
C4310232,"Hypercalcemia, Infantile, 1",2
C4310473,"Hypercalcemia, infantile, 2",2
C4310674,SPERMATOGENIC FAILURE 16,2
C4310805,"BARTTER SYNDROME, TYPE 4B, NEONATAL, WITH SENSORINEURAL DEAFNESS",2
C4316787,"Kenny-Caffey syndrome, type 2",2
C4479260,"AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 2",2
C4479476,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 60",2
C4479548,SPECIFIC GRANULE DEFICIENCY 2,2
C4510731,Familial primary hypomagnesemia with normocalciuria and normocalcemia,2
C4511003,Acute myeloid leukemia with t(8;16)(p11;p13) translocation,2
C4518774,Joubert syndrome with Jeune asphyxiating thoracic dystrophy,2
C4520892,Otospondylomegaepiphyseal dysplasia,2
C4540004,"VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 1",2
C4540014,"VERTEBRAL, CARDIAC, RENAL, AND LIMB DEFECTS SYNDROME 2",2
C4551475,"ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1",2
C4551486,ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 1,2
C4551501,"AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1",2
C4551503,FANCONI RENOTUBULAR SYNDROME 1,2
C4551509,Jervell And Lange-Nielsen Syndrome 1,2
C4551510,CARPENTER SYNDROME 1,2
C4551514,"Hemophagocytic Lymphohistiocytosis, Familial, 1",2
C4551549,Early Infantile Epileptic Encephalopathy 6,2
C4551552,"Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 1",2
C4551556,SPECIFIC GRANULE DEFICIENCY 1,2
C4551562,"AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1",2
C4551623,"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1",2
C4551631,Cystic liver disease,2
C4551679,"HYPERTROPHIC OSTEOARTHROPATHY, PRIMARY, AUTOSOMAL RECESSIVE, 1",2
C4551772,GALLOWAY-MOWAT SYNDROME 1,2
C4551824,Oguchi Disease 1,2
C4551825,Megaloblastic Anemia 1,2
C4551856,Asphyxiating Thoracic Dystrophy 1,2
C4551858,Vesicoureteral Reflux 1,2
C4551859,RUBINSTEIN-TAYBI SYNDROME 1,2
C4551864,VAN DER WOUDE SYNDROME 1,2
C4551954,HYPEREKPLEXIA 1,2
C4551959,ATRIAL STANDSTILL 1,2
C4551964,"GAZE PALSY, FAMILIAL HORIZONTAL, WITH PROGRESSIVE SCOLIOSIS, 1",2
C4551968,"Lissencephaly, X-Linked, 1",2
C4551979,Nephronophthisis 1,2
C4551981,Familial Multiple Coagulation Factor Deficiency I,2
C4551992,ANTERIOR SEGMENT DYSGENESIS 1,2
C4551995,Mitochondrial DNA Depletion Syndrome 1,2
C4551998,"Porencephaly, Type 1, Autosomal Dominant",2
C4552003,"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1",2
C4552004,Distal Myopathy 1,2
C4552089,"HYPOCALCEMIA, AUTOSOMAL DOMINANT 1, WITH BARTTER SYNDROME",2
C4704884,Fibrocystic Dysplasia of Bone,2
C4704885,Fibrocartilaginous Dysplasia of Bone,2
C4706387,Acute necrotizing encephalopathy of childhood,2
C4706583,Limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies,2
C4706584,Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13),2
C4721436,"NEUROPATHY, CONGENITAL HYPOMYELINATING, 1, AUTOSOMAL RECESSIVE",2
C4721502,Peripheral dysostosis,2
C4721890,"CATARACT 2, MULTIPLE TYPES",2
C4721893,POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY 1,2
C4746745,"ALPORT SYNDROME 2, AUTOSOMAL RECESSIVE",2
C4746986,"ALPORT SYNDROME 1, X-LINKED",2
C4747394,CAPILLARY MALFORMATION-ARTERIOVENOUS MALFORMATION 1,2
C4748093,PEELING SKIN SYNDROME 6,2
C4748234,SPERMATOGENIC FAILURE 31,2
C4748435,"ISOLATED GROWTH HORMONE DEFICIENCY, TYPE V",2
C4748579,"DIARRHEA 10, PROTEIN-LOSING ENTEROPATHY TYPE",2
C4749378,Paternal uniparental disomy of chromosome 6,2
C4749458,2p21 microdeletion syndrome without cystinuria,2
C4749652,Hereditary site-specific ovarian cancer syndrome,2
C4749653,Distal hereditary motor neuropathy type 7,2
C4750855,Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency,2
